0.112183,0.146403,0.342970,0.190358,0.004430,0.321527,0.000574,0.271134,0.059370,0.095530,0.426171,0.447054,0.116769,0.034401,0.283776,0.355362,0.411063,0.436739,0.232782,0.466044,0.421983,0.090702,0.050783,0.098011,0.250825,0.449911,0.495412,0.041795
0.042675,0.002984,0.314519,0.058051,0.366634,0.000006,0.020616,0.425411,0.143291,0.143265,0.303396,0.019671,0.023611,0.127711,0.369683,0.007525,0.104625,0.433688,0.127153,0.067213,0.060635,0.019837,0.062373,0.131118,0.143381,0.018688,0.351881,0.307005
0.365092,0.010322,0.268688,0.132685,0.097908,0.398676,0.113469,0.028711,0.365314,0.076018,0.419077,0.256554,0.212332,0.355452,0.069002,0.355613,0.222976,0.079831,0.008608,0.160059,0.007299,0.003422,0.003929,0.015919,0.077756,0.006297,0.105920,0.099503
0.289007,0.180215,0.430149,0.226144,0.414186,0.388500,0.175663,0.033075,0.125365,0.045774,0.078183,0.458839,0.198559,0.334563,0.206721,0.320070,0.444464,0.258668,0.022529,0.004829,0.000804,0.000196,0.000718,0.010310,0.040587,0.032796,0.057291,0.043427
0.272008,0.379410,0.172142,0.149174,0.058753,0.022949,0.010781,0.000172,0.003362,0.252708,0.172880,0.252625,0.368288,0.222120,0.298922,0.188399,0.346073,0.052076,0.004804,0.000110,0.000026,0.000009,0.000039,0.000385,0.001175,0.047764,0.086552,0.267038
0.095627,0.154516,0.300716,0.340621,0.192836,0.002471,0.000344,0.000039,0.000557,0.092255,0.050214,0.247137,0.495853,0.241247,0.172855,0.256111,0.160483,0.019561,0.000842,0.000119,0.000023,0.000003,0.000006,0.000055,0.000817,0.032821,0.463916,0.273489
0.036600,0.192343,0.040872,0.104599,0.348728,0.248081,0.002692,0.000459,0.010514,0.098903,0.391708,0.235250,0.494801,0.239847,0.163369,0.277745,0.402235,0.021405,0.006772,0.000425,0.000034,0.000009,0.000031,0.000271,0.001333,0.008414,0.231365,0.376071
0.123707,0.234507,0.328547,0.342392,0.318868,0.220906,0.196166,0.029716,0.038222,0.243410,0.304017,0.366161,0.253079,0.088524,0.016387,0.164987,0.297688,0.055541,0.028536,0.001534,0.000155,0.000096,0.000226,0.005552,0.008412,0.083451,0.190151,0.059034
0.492616,0.131412,0.161255,0.038487,0.412654,0.481943,0.241839,0.226285,0.158336,0.123841,0.099264,0.173299,0.418257,0.162205,0.081875,0.111114,0.136862,0.095146,0.080418,0.016506,0.007063,0.003092,0.003492,0.013581,0.194230,0.093314,0.397035,0.253890
0.005477,0.231527,0.226451,0.038491,0.107802,0.227758,0.316847,0.360486,0.157681,0.291823,0.029487,0.474851,0.301838,0.312881,0.086370,0.249345,0.243776,0.070944,0.157066,0.079864,0.051685,0.002749,0.001631,0.001548,0.174371,0.276486,0.325952,0.221102
