1.214999,1.051985,-0.404371,0.876578,-2.617387,0.463432,3.251659,0.609388,1.560082,-1.307449,-0.186130,0.133107,1.191293,1.819724,0.571660,-0.370885,-0.224810,0.159243,0.729715,-0.085218,-0.196823,-1.336446,-1.637310,-1.292967,-0.671896,-0.125885,0.011501,1.730220
1.720451,2.749533,0.483080,1.571352,0.340782,4.384689,2.041199,0.188069,1.065648,-1.065766,0.514658,2.060592,1.984312,1.137279,-0.332692,-2.431175,-1.255629,-0.166993,-1.139951,-1.496871,-1.549466,-2.057131,-1.535152,-1.121121,-1.065253,-2.081643,0.380247,0.504357
-0.344880,2.314441,0.616787,1.113786,-1.293563,-0.256776,1.208282,-1.900089,0.344290,-1.432380,0.204255,-0.654006,0.798356,-0.370642,1.483267,-0.370209,-0.762181,-1.406213,-2.382050,-0.994216,-2.442182,-2.704325,-2.658123,-2.146427,-1.420326,-2.495029,-1.248522,-1.284390
0.556287,-0.914545,-0.175994,-0.751608,-0.216791,-0.283230,-0.932022,-1.837412,-1.148577,-1.687286,-1.417403,-0.103360,-0.846781,-0.427348,0.817852,0.467503,-0.139661,-0.647457,-2.004105,-2.587843,-3.154477,-3.545437,-3.187206,-2.314881,-1.743917,-1.841206,-1.577931,-1.712233
0.606753,0.307030,0.945734,-1.039982,-1.565329,-1.996329,-2.297983,-3.579900,-2.710188,-0.665993,-0.942847,-0.666253,-0.336390,0.765052,0.527502,0.883811,-0.395943,-1.625052,-2.589643,-3.695440,-4.048760,-4.287875,-3.950935,-3.363053,-3.042129,-1.666930,-1.362298,0.621796
-1.306876,-1.017253,0.522344,-0.410769,-0.867494,-2.810775,-3.394115,-3.951917,-3.260067,-1.326993,-1.642779,-0.683528,-0.010395,-0.702296,0.942944,0.655381,-0.992477,-2.062898,-3.140876,-3.674379,-4.072310,-4.533787,-4.378301,-3.869342,-3.149634,-1.840854,-0.090572,-0.602293
-1.791587,-0.869296,-1.740660,1.255775,-0.388758,-0.680542,-2.783092,-3.314320,-2.307483,-1.287829,-0.274871,0.721667,-0.013033,0.706796,0.980707,0.589554,-0.247567,-2.025560,-2.469134,-3.335932,-3.980366,-4.281268,-4.006805,-3.458779,-3.003838,-2.390432,-0.734359,-0.315817
1.156655,0.724083,-0.443928,-0.405945,0.470866,-0.769138,-0.855394,-1.884979,-1.771697,-0.695376,0.512882,0.342040,0.664832,1.349898,2.134847,-0.974166,0.531061,-1.593350,-1.902761,-2.960755,-3.606783,-3.728961,-3.507461,-2.539406,-2.390544,-1.382225,-0.877341,-1.562933
-0.018510,1.119743,0.989315,1.768518,-0.220723,0.045278,-0.700399,-0.751139,-1.001320,-1.155999,1.285756,0.941210,0.206353,0.985438,1.392569,-1.220623,-1.094526,-1.309713,-1.402268,-2.131937,-2.454052,-2.737872,-2.697578,-2.209193,-0.862413,-1.320623,0.261030,-0.662298
2.544181,-0.733826,-0.750587,1.768476,1.238302,-0.746249,-0.476533,0.357161,1.004036,0.548068,1.888382,-0.063080,0.519121,-0.487701,1.363454,0.676552,-0.694209,-1.468797,-1.006590,-1.405989,-1.628729,-2.776339,-2.941921,-2.958122,-0.937032,-0.593314,-0.451118,-0.768478
